"Restaurant.and.hotels.Expenditure","Alcoholic.Beverages.Expenditure","Tobacco.Expenditure","Clothing..Footwear.and.Other.Wear.Expenditure","Housing.and.water.Expenditure","Medical.Care.Expenditure","Transportation.Expenditure","Communication.Expenditure","Education.Expenditure","Miscellaneous.Goods.and.Services.Expenditure","Special.Occasions.Expenditure"
10880,0,0,4806,24474,1607,16134,1800,1310,7788,0
260,0,0,1194,26856,4789,6156,2160,0,12168,3000
11020,1800,5430,9358,56766,1165,9396,1920,43415,8226,0
640,0,1810,0,11058,118,768,0,0,384,0
11490,100,1810,9268,39858,2301,13710,2520,1600,25902,4000
1500,168,2050,550,16908,252,9864,648,1520,4620,0
14350,9094,0,16305,73620,5681,17904,15780,48700,27666,8000
1620,1128,0,0,97704,7219,5622,7848,0,40836,0
4350,0,0,620,17100,265,1800,0,1950,2172,0
8080,0,0,1657,33816,300,14628,1260,11000,9930,0
2100,0,0,2346,52488,49405,8640,1776,0,6456,0
9000,1100,0,23440,47700,21297,78114,12582,0,47808,0
3200,570,0,3213,39786,200,8964,7200,1920,12564,0
102700,18668,10860,174242,403944,34000,81000,30480,64500,81150,33000
120,960,312,1590,38796,1412,4428,1200,0,3282,0
4020,0,0,705,15816,2160,5616,924,1050,7920,0
2380,0,4160,1004,25248,97450,12768,5616,12100,10026,2000
1750,1470,4160,3450,32088,13207,8904,1248,1025,9030,2500
9150,1920,4726,3162,30612,5580,2832,1866,550,9354,7800
320,270,5430,3580,18876,363,6720,1128,0,7950,0
10900,1280,360,14386,45618,2120,15720,5100,146920,19752,0
1620,0,0,1170,25068,30604,582,1128,0,15474,0
5160,1194,0,10150,15336,100,7830,4356,13390,7668,5000
16360,0,0,13472,60240,3430,31518,21720,42000,23592,33000
1540,0,0,5445,28704,1400,15828,2160,4000,21234,36500
2900,3000,0,10008,14520,3034,6192,2880,2800,14484,14000
2300,0,0,4190,21138,605,7476,540,1800,5832,7600
7982,410,3416,7916,12654,2970,2556,540,1635,5778,2500
7980,1485,0,13865,52464,3708,18678,3240,1930,31008,18000
130,0,0,1208,6420,1003,1140,480,0,4188,0
0,85,470,2459,8640,683,1500,648,0,4122,3500
10520,5590,7240,42950,75372,6120,34518,15000,105750,63252,53000
4280,0,7240,1779,9024,602,4464,2130,0,7494,0
650,2165,0,4950,25410,421,4452,1080,0,11316,4500
0,0,0,540,8370,244,660,0,0,672,0
3880,0,0,4678,16548,5019,7344,2544,1520,17760,16000
6120,5300,10860,4016,15720,793,4710,1440,0,2412,6500
150,0,0,1595,11490,8830,1800,1080,0,3576,3000
6250,440,0,2975,10050,1397,1680,600,1290,5130,11500
6740,4332,520,8441,21498,15013,4638,3840,0,27894,25000
4800,2120,7240,5579,12522,2650,5592,612,1220,5418,6300
3700,0,0,4234,22680,2245,4698,1380,600,15990,4000
0,0,0,2410,5880,48,660,0,0,3090,0
14660,11795,0,22768,81492,2520,10860,12384,2520,15162,0
6200,0,312,1528,56568,4500,5880,360,2200,5178,0
16972,900,7670,21592,76644,1791,34422,25314,0,37212,8000
2500,0,0,3480,93408,294,11280,960,5000,9912,0
1300,0,0,6780,137358,92,18198,3360,0,18480,5000
12000,480,0,17145,217134,9540,28296,23634,0,23460,3000
9000,129,0,10247,98208,322,11580,17628,5905,12360,0
9000,0,0,14124,77916,2850,16962,9960,0,50496,30000
4370,1845,0,20930,87132,8836,7968,4080,3651,6144,0
11180,0,0,4590,127200,545,4032,3240,0,5796,0
4304,80,0,11213,84462,16182,13080,3150,0,19200,6000
4865,1145,0,5413,56220,2269,12480,4500,2825,11364,0
18430,0,23580,2915,41430,8200,14256,8160,4150,16164,0
1690,0,0,1315,10860,809,192,0,0,5532,3000
8280,4208,1040,1271,14880,672,5760,204,4900,6588,3800
14880,7730,7612,1285,64422,300,22596,8880,23000,8448,9000
5880,745,11584,230,36030,9600,7002,2124,0,45168,150000
4850,0,453,5305,39078,1916,11520,4200,750,17616,7500
12850,0,0,3480,57510,41470,84900,16872,800,17706,12000
10482,296,0,3190,42798,1570,6564,2220,0,11058,0
10980,0,1092,860,19026,110,12216,4080,2665,4848,0
22370,3630,0,2355,39870,3695,14976,2772,29470,13548,0
4290,1440,400,1140,16308,120,13200,3024,1550,10842,0
20570,2700,0,2495,56220,2004,27852,4896,62770,13572,0
6760,0,0,1645,11700,338,17760,2832,1400,15696,5000
6500,0,1020,440,25200,0,11520,1980,4600,5994,0
14300,150,0,3026,35898,7600,12144,3150,20000,11682,3500
9750,0,1040,1296,20790,503,2064,540,3079,3990,500
5198,1180,0,6836,26640,3694,9738,1320,2025,7374,2000
20260,0,0,11305,65370,8070,41334,11040,119700,11442,23500
8840,295,1352,5619,61698,11983,2928,3576,1200,9204,2500
2750,2548,3600,2712,55392,6875,16602,2340,0,22026,2500
21000,8860,3755,9975,101076,11250,32316,1260,20500,14532,0
4070,820,2160,3545,70206,30930,19224,1554,2600,12756,3100
3160,2718,0,11879,52926,5408,3810,3900,14700,22290,11100
0,2568,8130,725,20538,100,564,540,0,4356,0
1993,708,0,3255,24576,1422,6102,354,0,10650,400
400,1800,0,1636,38046,5680,6324,2094,0,8658,0
12150,33303,0,11085,26742,500,13866,1776,29200,9882,0
36290,2078,3068,8578,39924,3698,20898,10776,0,40662,0
27568,8880,10800,40462,450978,56789,45576,34254,34436,84210,42750
19540,0,0,11620,61332,4210,12240,4296,23903,32196,0
17217,90,6840,185,16926,13564,360,486,0,684,3500
7280,420,0,14306,12120,1357,3270,900,6600,7830,0
300,0,0,2450,21060,5363,8400,3780,0,12120,0
19800,4924,14884,12580,73332,34800,55158,29700,83000,26664,10000
14090,1014,3620,4170,8244,200,6678,1200,0,10206,2000
80,0,1810,2250,8262,215,1920,0,0,3270,0
2100,215,0,570,13020,850,1680,432,530,6210,0
2200,0,3620,945,9030,2000,2040,1644,550,7500,1000
1800,0,1930,509,10224,12486,1200,600,0,3552,0
7920,1800,0,10965,11232,26438,7842,3960,32695,26172,7000
2900,1050,0,2550,46032,2552,6240,1500,750,15012,18100
1440,270,1810,300,8328,650,1620,180,440,1890,0
6920,1294,0,1495,8304,1064,4200,1380,4400,3984,0
2300,0,0,770,5820,115,720,570,800,2718,0
4300,3030,1820,6946,13734,2510,4656,2880,1300,4596,5000
7540,480,1092,2320,51558,892,5424,3540,0,7242,0
15740,1950,3992,22308,94770,8537,10752,14988,20260,23748,25000
16050,100,0,5256,59370,27221,15558,5280,4880,15912,2100
29900,3150,5430,23690,150096,77048,43020,32394,0,58782,40000
12730,2340,724,6140,22308,1325,6342,540,1705,8730,1700
9000,0,0,2980,36696,11130,6132,1860,32620,15042,0
29750,4560,3840,3670,35124,5084,7260,3900,0,25908,500
4075,0,3426,1144,15252,50,3960,432,1350,2802,0
3150,1219,3880,1595,13470,7670,2544,720,200,5844,0
1700,480,4338,1029,9660,214,720,96,300,2052,0
25702,0,0,17285,17436,243,24528,4176,0,10584,4000
23946,1790,0,33896,169302,9368,26388,6792,248300,33504,19565
720,0,0,0,9168,5244,8160,894,0,2742,0
14460,0,0,20535,68232,96074,14400,4176,0,53394,0
2150,0,0,655,15156,2331,11064,588,1960,10320,0
2250,0,1086,2985,28800,610,2520,360,340,5064,0
21705,85,1950,949,16116,3362,12096,1440,400,14784,0
14460,428,0,1699,51444,28979,18288,16800,0,5802,4735
1200,720,0,190,118080,2928,16392,5646,128000,13170,11899
8840,0,1300,4950,23928,35,4680,1392,0,8202,0
390,570,520,2450,15384,2134,4200,1584,0,9252,0
10600,720,0,5880,57180,4039,16278,2100,1650,25824,20000
15940,0,0,7850,42786,2253,13200,3990,0,15384,9500
10120,0,0,1030,18870,297,6996,672,2990,4026,0
600,282,1086,0,15090,21408,5400,1800,200,5706,16395
150,0,1991,760,19968,3734,3120,720,0,1554,345
11328,740,0,4965,80898,2540,14616,3000,54760,9072,3000
3600,0,1810,4350,21030,17915,3924,990,700,23412,21000
160,1050,2340,430,13860,303,1284,504,0,2934,3000
580,0,2263,145,7284,88,504,0,300,1128,0
34720,0,0,14570,107820,21571,47760,19980,5650,91212,15487
2000,0,0,205,31644,190,1872,252,200,2196,2520
238,450,300,4900,31848,4602,10380,3300,0,6660,11000
4600,0,0,4195,14742,3195,4560,360,2155,5226,1200
14750,370,0,1225,11520,239,11580,660,1800,3936,0
1565,0,0,4330,17796,90888,18300,300,1250,3216,2500
31160,375,480,6934,16800,11935,8640,900,2050,3114,0
5600,1326,240,3798,15516,895,16314,1260,3120,3582,4500
13080,2609,7280,3426,17172,1204,8334,648,1935,5232,24900
0,702,2906,490,7926,430,2652,0,200,1848,20500
27540,810,0,7103,5958,140,3000,1824,0,4008,1800
960,0,0,2346,9120,805,1128,0,0,2592,10880
1540,3934,29060,2176,11100,2624,3288,1440,960,5064,6800
1680,0,7915,1600,4968,228,3558,804,1510,3636,360
2940,2808,0,1523,7512,4193,5418,0,1060,2208,1090
0,1897,740,2395,7128,277,888,468,1000,2340,3000
3000,600,17255,3009,8664,4173,6606,1416,1000,9024,5000
49660,3700,7240,10118,35040,8158,29184,13320,24500,41268,36500
9260,1050,7320,2205,13530,450,5280,840,8900,11934,12000
27660,810,0,6010,34434,1959,31716,1800,8150,30696,4000
7000,1188,0,2770,8460,622,6000,546,690,4680,200
650,0,0,1139,12300,667,4800,360,1400,5166,0
12600,135,0,19470,23796,2970,7680,5040,5300,79140,30980
18932,1555,0,5267,27564,1617,7536,1128,5970,8454,4600
0,1980,18100,405,8640,90,840,0,200,7068,1000
15000,0,0,190,44880,366,7308,810,1290,7668,15500
7280,0,2080,1724,18102,2232,3894,1230,0,11382,2500
8880,324,5636,3490,12720,995,8292,360,460,2736,5500
10960,2140,7280,2997,15738,17906,3648,1296,0,10410,9000
6820,0,0,10779,48630,484,17724,3240,2035,15078,1500
550,156,4030,1312,9576,321,480,0,680,828,0
4240,0,0,123,6744,339,7080,534,2355,3708,0
450,2478,2574,4290,117576,2391,39480,8406,0,10464,25783
3940,0,0,570,13272,289,4548,864,750,4842,0
0,0,858,0,9120,710,2760,486,0,3276,0
2360,0,0,0,22374,738,600,588,1115,2562,1833
13000,1460,0,1885,48108,53110,4476,840,0,6768,0
0,0,2715,510,76980,4190,6078,2880,0,9714,9000
13600,0,0,6430,65352,13560,14400,2640,3400,23112,20000
5760,2798,11946,13235,94200,1310,1680,7920,74700,26202,0
35700,0,0,7095,56904,4032,10542,11760,0,3090,0
19380,0,0,12924,87702,6100,32286,24000,6980,47592,17500
49020,0,0,7150,24600,7715,10698,2160,90230,4458,6000
66200,4160,4680,27335,42618,58424,34038,10644,18000,52890,0
25720,135,6480,8353,21960,18114,10044,1320,9625,29850,0
1450,96,780,2435,13086,4526,10608,180,780,7758,7500
5920,270,0,1993,15492,1987,5568,1008,250,4122,2270
0,0,0,3981,17898,45080,24402,2208,0,11232,3000
3100,810,4446,5915,45144,576,25866,5754,7184,14622,0
2400,948,3348,2848,20832,5940,14040,768,1750,7068,0
0,2288,5430,0,3660,199,1020,0,0,324,0
21600,2600,73881,200,15252,172,10920,1080,19600,5376,0
2400,870,6220,180,33348,540,4458,1440,950,4812,0
1880,780,9450,3245,6060,147,3060,1404,2050,3204,10000
8600,180,1170,0,6750,177,7740,180,6800,2712,0
1050,860,1040,400,4230,102,1020,360,200,2640,0
2715,180,1040,250,8340,81,2820,180,3200,1524,0
435,0,3900,1400,10236,104,3720,960,1400,3072,0
2400,2184,1040,640,27936,204,1752,720,1990,2364,3000
1400,0,1300,1055,5622,10,420,360,400,1866,3000
200,0,910,645,7284,153,1440,0,0,3144,0
0,884,706,140,2910,72,222,0,0,204,0
0,480,1820,360,20292,140,1440,180,0,2934,8000
0,2340,3620,2025,19950,3417,3900,3060,0,1506,3000
900,168,0,325,7638,1333,3240,564,300,4464,0
10800,0,0,1735,9036,1220,1020,720,2200,1512,5000
0,1350,3640,2255,11022,60,4818,192,0,3402,6000
1360,500,3920,1305,7662,3186,1260,0,0,2946,2500
400,1014,2576,9355,13620,342,22584,1494,0,5142,0
3600,810,2340,5625,10752,379,1920,408,400,3762,0
5240,0,0,1600,11472,60,1140,240,2050,1524,0
0,570,2190,1275,8520,110,1740,0,0,1764,7000
0,0,0,1600,4986,68,780,0,0,1248,0
2700,540,1820,6242,15012,1668,3000,900,450,5934,0
0,0,0,200,7194,1845,1500,90,0,1716,0
0,0,628,0,5100,23,540,0,0,270,0
0,1280,2980,1715,4578,48,996,0,0,588,0
480,0,0,3210,20358,136,7884,1380,0,3138,3000
1000,1592,2860,4167,13272,80,4200,2628,700,4488,12000
7800,1710,5980,835,11616,1020,12120,300,0,3252,18000
16480,570,1820,6995,17508,3000,16032,1980,9650,3390,12000
3484,135,5460,3230,11886,799,15642,1326,300,6882,2000
9500,0,1456,5805,12042,200,4980,1812,3900,4566,0
6310,720,0,35974,64050,67555,13152,3624,0,13050,7900
1550,20,0,1383,7338,2289,2058,372,1226,1776,1169
5260,0,0,18527,13002,1410,9312,3696,1620,7470,11000
3500,2016,936,1405,5604,216,750,588,955,2082,0
2600,162,14520,4488,8790,2272,13374,204,1100,5514,3300
3160,846,1810,1985,5460,2601,1278,276,375,2352,584
0,1980,9180,910,4710,350,2400,720,0,2274,6000
2220,140,8540,990,5364,293,1680,0,1600,2076,0
2200,84,450,3069,5418,588,2256,504,2002,3726,0
320,0,0,275,13494,1531,1080,102,0,2130,0
2300,0,0,2355,10728,161,810,486,1785,3252,0
600,360,0,490,26940,270,1440,816,350,2580,9000
2200,1224,1040,2415,12450,2442,750,666,1670,2196,10000
1160,264,1560,1785,12210,168,450,288,700,1902,6000
1400,480,0,2455,20100,3144,1080,504,1505,3066,0
320,192,1560,695,10440,85,498,90,550,588,4000
6700,402,1560,4770,11652,110,6144,504,1650,3066,2000
5200,1320,2080,2475,30000,258,5964,1152,1400,9528,5000
2840,900,3120,3740,24120,3154,33900,756,850,51840,32000
700,0,1040,1700,13620,18850,3636,468,0,2352,0
3310,0,0,2565,16830,144,2982,288,10380,2760,0
0,0,0,0,10170,159,1140,0,0,528,0
2100,105,0,2870,13500,161,1056,480,1140,2538,0
1200,132,520,590,10920,142,1350,180,700,1260,0
3000,0,0,7515,10380,166,3840,1560,1390,6360,3000
3600,495,640,3570,8580,2928,1620,540,1100,3054,0
18720,95,0,30,12264,418,3708,1080,0,5532,500
8340,0,0,2000,15000,170,11118,516,20600,4164,83
4540,97,858,1323,13194,294,2358,540,1445,5442,6500
6560,385,1820,0,16164,1026,2436,516,2260,2694,0
4760,900,0,9253,100866,923,8934,16476,0,23640,10333
6460,345,182,3150,31248,5483,7062,384,3750,10362,0
26490,0,0,7459,70872,2867,12036,25182,15590,29874,12500
6920,0,0,1545,33000,1422,4320,780,1367,6948,20000
2820,0,0,1280,41664,646,14772,2304,0,9024,1333
12080,0,0,10864,60630,5401,10560,13974,6798,21390,2200
9850,0,0,0,9834,294,1512,420,1850,5196,0
10400,0,0,1838,23088,634,6312,396,10925,4938,0
5710,1170,3640,620,24288,872,2400,498,0,4680,0
3380,2964,2106,0,7620,220,630,0,0,1890,0
3440,0,0,796,7674,578,852,72,420,1104,0
2100,495,2964,0,18408,456,2580,216,160,3294,0
10860,0,0,4462,75552,855,27012,16188,538,20850,15000
6760,702,0,2004,25302,3908,4338,540,860,5652,0
20630,566,0,1210,13080,1551,1836,0,0,6240,4850
35640,1050,7240,0,24120,1388,11730,3240,0,12042,64500
5970,0,0,1420,23820,1384,2964,720,7860,12018,6500
1990,738,4660,3444,10242,2036,4500,504,1990,12618,6960
9170,0,0,6871,33876,9140,30564,11508,490,45456,2800
9739,90,3620,5468,9018,10014,22152,900,0,8736,8500
26650,2670,7600,4979,13734,1255,1800,1560,500,11238,4500
59550,5780,3620,10421,90774,11543,77616,9000,0,40548,60100
20670,960,0,4950,10440,5800,9090,1080,0,12012,3200
9278,2050,0,3203,19452,4776,5610,1944,1720,17856,1500
34520,1740,3120,18183,9960,2184,2400,282,0,12948,0
1610,3120,0,9605,59412,2197,10716,420,200,26934,19900
10110,0,6335,1260,9420,790,2580,1200,0,8604,0
15826,0,0,12205,42180,11756,11340,4350,25120,47886,6500
0,0,108,0,6396,59,72,0,0,420,0
1300,456,0,4275,21276,26014,7320,3480,200,26040,4000
4700,336,1564,1900,14454,845,6870,720,1500,3648,11000
3440,270,0,2390,16842,9503,9486,1620,2600,4536,3000
800,486,930,2510,15180,236,3528,1440,0,3096,6000
930,351,260,1850,8016,514,1032,540,0,3462,0
18820,190,0,15590,121920,20642,9708,13200,26768,33018,16000
5460,2860,1560,350,8868,50,864,360,0,3486,0
4500,162,0,2275,9768,162,4038,924,1685,3120,7800
5860,270,3370,1260,9912,260,11958,516,1500,8628,0
4000,0,0,3265,11100,318,7440,960,4643,3888,0
0,174,90,235,8700,220,2592,300,0,1200,0
1300,342,246,625,8040,113,2088,0,600,1602,0
1000,258,1170,575,8508,128,2784,360,800,1902,0
2700,174,390,1505,9336,326,3480,0,800,2478,0
800,174,90,1030,8940,183,2688,0,300,1692,0
1000,168,0,630,6324,50,3888,120,100,1020,0
3680,858,780,4195,10170,299,4872,840,1620,3978,0
2000,342,740,1345,10740,128,2184,0,800,1956,0
800,562,855,490,7464,162,2088,240,1100,2364,0
4472,108,0,5135,12660,245,4464,1620,22780,5496,18000
1200,0,0,2926,52380,1938,2052,2520,26060,11604,5000
3260,0,0,5486,26160,5314,4092,2400,2400,19266,18300
10200,0,0,17660,77826,7032,10482,22194,18200,71574,26300
4800,1690,5440,9878,37860,2960,11160,5400,3370,28566,16000
10140,150,1086,7282,22764,966,6336,300,7119,9090,5000
1600,2470,1040,6549,24570,3912,22464,6612,3345,14250,5700
2400,2990,1800,3777,18138,720,8736,2040,2600,7380,3500
2400,0,0,9733,39570,21487,19272,4752,1500,16134,2000
1040,0,6,2765,20208,8671,6600,2088,0,1614,9000
900,360,0,6430,20574,5350,5736,3654,0,17010,0
2860,1378,186,1870,15504,40,2760,1410,2000,6150,9000
12000,0,0,18340,133650,12502,63912,18000,29500,30906,16000
1800,3900,12710,2351,121638,9634,8016,2040,0,15756,3500
1300,45,0,919,11196,160,1680,660,500,2580,3000
3000,0,360,17710,60144,4956,28992,6600,600,21588,1200
9000,870,0,32672,57450,3530,13800,14100,0,71376,6000
980,0,0,550,6000,1000,2376,360,870,3678,2300
5480,0,724,3670,14340,30,3498,780,1200,6882,2200
2792,0,1810,5170,13590,420,1992,1728,300,3222,9000
3814,0,0,2055,13116,540,9336,138,0,2772,500
2600,0,1040,8694,10896,3710,10548,672,200,5988,5000
5000,0,6506,3805,9918,46,3594,0,950,4164,1500
9100,2015,4930,1932,36684,1145,7308,1008,0,14730,16200
4320,270,0,55,15414,416,9210,2208,0,10086,11100
1300,0,0,1198,7530,814,2160,96,0,3240,0
117944,11050,0,13974,15900,3682,31770,6210,75600,35442,0
10200,0,3120,4443,14646,533,15816,660,7025,16758,0
4940,270,3640,4220,19338,5974,12480,888,7349,13896,7906
50600,0,0,27132,86598,16422,66456,8688,37800,20418,16000
3900,0,7800,11971,18450,12238,5130,1692,3460,16134,5500
0,600,4690,2660,10302,4958,12540,1536,835,8508,1500
20000,0,0,4550,21390,11339,27672,1500,0,13674,11500
1200,0,80,2446,10830,3603,10260,306,1359,13812,0
4560,0,4160,1130,11070,1338,3780,180,7540,1254,540
0,384,13520,3108,16416,555,3900,936,0,1344,0
2880,0,0,170,10350,210,3120,0,3250,1056,0
3600,0,0,1272,17070,9827,12846,732,8105,4932,0
7150,0,0,0,56370,4431,7680,1500,26585,16686,8000
3284,0,2860,150,20220,1315,300,732,320,2136,0
2100,390,2080,3280,9900,785,1116,180,1574,1686,0
8150,0,10340,19980,24636,5896,21972,4800,2935,19206,4500
240,625,1040,1015,10500,361,1536,0,0,3714,1800
3000,0,0,9264,21690,4605,4176,2520,0,12354,2370
5720,1396,2720,7200,11520,999,20520,1560,1950,5052,0
5300,600,1240,9015,17526,2108,11136,3420,2250,13512,0
10835,0,0,8565,14820,7043,27678,3600,5500,14016,2000
10760,2090,3880,5364,18720,1570,6666,1920,450,5214,8850
3200,0,2060,13300,25020,2565,5700,1800,855,6996,5000
2880,6003,2860,6850,11460,610,11160,1560,21400,9372,4000
1300,912,7760,800,8190,345,624,0,0,1062,0
17420,0,0,40066,25410,8919,16464,9480,22100,33960,5000
0,0,0,950,8094,1815,900,0,0,432,0
15515,0,0,9730,29160,3085,18654,5400,15225,23580,36790
20850,2340,0,22414,23640,8375,17502,11640,52020,12018,14560
0,348,2060,2045,9198,715,4260,0,0,3738,1510
980,300,1300,3470,19560,546,2160,0,859,2562,0
1800,360,0,1740,15180,1160,7632,2400,0,11034,17100
0,0,0,245,6720,1670,900,0,0,534,1000
5945,475,1680,5970,13698,554,6102,720,3505,4896,1460
1960,690,3640,5295,12276,2458,4248,720,745,5436,2000
3596,1386,2160,3320,14562,1461,4230,0,3245,8796,4500
3398,0,2080,3325,18036,7780,8832,2232,1260,8754,2800
23700,4160,1040,3950,52056,11500,25782,11190,26700,26184,1500
300,25,0,1610,10062,1468,4890,90,0,1098,0
31140,0,0,26892,78060,8864,137004,3300,241500,39030,8000
18939,60,0,735,19422,478,5898,3618,3270,10608,0
2704,0,1054,1150,28212,1670,5604,1164,2010,11514,2300
76260,0,13032,8775,32580,255,67992,3600,0,10284,0
5300,0,0,805,9660,268,7008,372,2340,3594,0
26267,2160,0,26847,71250,23554,74064,20700,136658,77460,21000
1600,0,0,400,17820,38604,4866,1446,0,5286,1500
5300,0,0,1765,9288,397,3594,804,5986,2676,400
9370,0,0,4185,35622,1850,8922,3132,1630,5484,40500
14570,0,0,1665,10236,175,10104,1794,1180,3192,7500
750,2080,12308,1895,15042,370,3858,312,0,2748,3000
3300,2340,5700,1749,10974,13756,9954,2028,0,4290,2900
4040,0,2556,2687,7146,440,5430,1104,607,4752,0
440,360,0,3007,12288,11672,2040,840,0,2004,500
4990,0,0,2670,12342,654,6054,1458,1405,3066,1200
8430,1248,2850,39346,32136,4374,19362,3912,0,31062,30168
5800,340,3932,880,12534,331,3918,390,0,1752,12900
5840,300,0,13166,17928,2369,8364,2886,630,4512,1600
16345,1290,0,5146,14100,265,12720,1794,0,3150,17475
1560,0,0,360,8730,2680,480,0,0,1170,0
8554,0,0,5045,12432,5311,3114,600,560,7188,4028
2920,720,0,4575,34578,2842,15270,804,80,4584,3800
8460,0,0,310,6360,20,0,0,0,288,0
7310,0,0,800,14928,35,900,156,845,1080,6300
8820,50,3120,2800,13152,414,9300,1398,1080,4428,16700
4925,132,6470,2955,16728,5880,4536,804,680,4116,2000
8090,0,0,12356,18036,940,10566,912,1060,14022,9000
7650,1740,4160,3004,26376,5507,5526,2310,500,6300,2000
7570,3067,10860,2936,20610,162,3984,882,4335,5706,500
31175,291,0,15193,34164,3128,8124,3480,26410,43998,4500
9445,295,0,7585,26106,11218,24594,984,849,17466,9000
6180,0,17738,3173,23652,406,3300,2100,550,6042,44300
6680,5180,700,15879,75240,19221,32928,14982,0,53154,20500
1500,0,0,19196,69102,1575,11802,11994,0,28836,23500
8910,1140,11113,2240,6738,330,3492,516,0,2562,1550
3590,0,1196,6091,15990,243,12954,828,26170,17838,4275
6890,4620,2660,9914,17880,2703,2298,864,1050,7776,4750
1235,3260,0,2925,11358,2113,516,0,50,7512,7000
3900,230,2928,2234,18312,1103,7782,180,810,5280,7500
867,0,0,4730,10140,18095,10476,138,5065,1704,0
1730,85,492,3073,7836,585,600,0,1270,2760,600
3600,5070,362,10969,10920,1013,2604,600,3710,8214,7900
5540,790,648,3895,10998,977,840,204,2100,1938,3700
0,0,1390,1790,6324,352,480,180,0,990,500
1330,540,0,360,5058,0,1308,0,0,312,0
14800,0,0,5985,32424,1792,5268,1512,1275,57174,31500
2500,815,1600,2460,12102,720,3732,234,19550,1884,700
1672,375,492,7271,16536,940,2958,1050,7150,5478,6000
1583,285,720,3405,12828,235,468,0,1550,2982,6300
0,0,912,2585,10200,781,2196,0,0,3858,2300
9940,704,6260,1039,10410,585,2016,360,14600,3666,4000
6905,1380,1320,8160,13284,474,4434,540,21130,3006,1750
2700,0,0,835,4920,180,726,78,200,762,200
650,1240,580,1535,5910,69,1716,0,0,618,1500
856,0,0,2840,11928,916,3084,336,833,7848,0
4515,0,0,2374,17556,213,2742,348,16950,5022,9500
5080,0,0,2200,11760,440,7800,864,43705,3624,2500
4860,0,3630,999,19200,1415,4830,780,2250,5622,6700
2700,0,100,2625,15660,67701,14412,0,395,13296,9000
1800,1220,1920,6245,17160,280,2514,360,1680,4332,0
4410,3580,8155,7840,16020,7680,29346,1560,2528,10104,12000
6650,0,1810,3045,20460,1269,4140,1416,1708,6498,3970
6210,0,0,3388,109734,1654,15384,828,5200,6696,400
1200,1250,0,3880,16914,297,6720,1290,0,5724,0
4350,300,0,1380,14484,307,2430,666,360,3894,500
1200,280,0,1165,10710,852,1122,360,0,1908,1000
100,300,2522,2895,10836,3229,2424,0,0,2508,1000
7450,0,0,1794,12918,2628,5490,1140,4200,4152,800
360,0,0,175,9120,608,1560,0,0,1602,0
54600,480,520,3320,23130,454,10392,2760,51400,16644,7000
7757,1128,4660,2720,14916,495,5400,192,2470,3678,500
12550,1040,0,4225,33600,4190,10734,2964,6550,9036,1500
10000,1490,0,10575,75366,6631,31608,2700,0,28392,23000
7580,0,0,9445,20550,3082,29976,1740,5150,17472,15000
650,0,6796,1105,16980,566,16206,540,647,6876,600
2050,1530,0,540,8550,306,1320,258,0,4632,0
7290,0,0,2216,9012,6270,8142,252,1377,6366,750
9280,0,2860,8369,16266,3351,14784,1560,12916,12402,5650
