"Total.Food.Expenditure","Bread.and.Cereals.Expenditure","Total.Rice.Expenditure","Meat.Expenditure","Total.Fish.and..marine.products.Expenditure","Fruit.Expenditure","Vegetables.Expenditure"
16977,5468,4316,1490,2644,330,3348
24551,6212,6032,1460,5802,280,5849
41334,12454,10322,5538,11330,708,2734
70696,44995,42500,3915,10313,1020,2769
38770,13134,12428,7150,3062,480,1516
72808,28546,18918,2210,14040,890,3111
53949,25815,17460,2534,6664,1200,3826
86179,44117,38976,6450,9092,790,3834
98336,32838,26676,25282,6175,1525,2134
34966,21467,18197,1279,2472,570,1550
103936,36218,31980,9755,18494,5462,5775
44098,22166,440,1570,7499,2050,4065
60621,32240,29120,3697,9265,1155,2704
64946,32980,28704,5620,9008,1368,3141
45714,17994,17680,7220,9609,1161,2265
45353,25253,19110,6742,4814,755,1839
51906,29681,21352,2365,8964,1577,2018
40092,7452,5304,5372,5580,2220,3400
45273,18946,9600,3478,7895,544,3910
54578,22755,14508,4400,10080,1420,5388
59932,22144,9740,8226,9219,1745,3370
49576,28252,10569,2586,7305,750,3120
53684,21558,18602,8568,8288,1709,2856
44832,24451,13020,5951,4544,1245,2437
73772,32754,16596,4572,13856,915,3720
115215,41746,34776,25517,16980,2683,4351
146772,49469,39021,10007,20514,2500,5868
54452,26833,23920,9720,9844,765,1600
66389,29328,7695,3366,14550,1989,3506
20852,9788,9048,1450,4064,1020,1047
51481,25943,19960,4858,7980,880,2158
37446,15646,7595,9610,4028,605,1928
42962,18692,7280,3822,6192,902,2585
50628,31496,10600,2203,4228,363,3660
62906,10954,9412,6461,8827,646,4528
65779,31212,30420,3781,9402,786,5116
56028,21076,20280,8060,7354,1702,3903
62398,22676,22078,6850,4429,241,4875
90911,20142,16224,8664,12778,2542,9442
60568,18210,14820,2770,6677,1195,4850
115485,26755,23400,13938,5376,5166,6323
61514,13015,8528,11312,3921,2202,6698
86220,31154,28314,7750,10973,882,4544
137360,15823,10530,20970,9827,6047,8067
57139,18186,15600,5886,5968,426,3289
66714,19589,17810,9045,10028,2596,4797
86660,22016,16744,14960,10076,1093,5498
16764,7802,6994,2340,470,0,390
37701,14538,12688,1002,9492,586,2121
59661,15700,14586,8595,13616,1541,7180
269303,148174,141440,22844,9432,2759,8333
68961,22596,18720,9169,8376,746,5425
53818,13598,10686,3008,4031,130,1286
132660,54988,26430,5746,3864,6240,1469
77110,18956,15184,22036,5519,731,2788
111914,36886,23712,23196,9895,2750,3639
123334,33712,26790,23782,22546,5300,7856
48435,11909,9100,8557,4788,625,1435
115607,37102,33150,17476,11008,836,3930
177424,30010,17810,19666,13626,5055,3186
61420,15164,10296,7666,2236,1950,1009
76670,20776,0,13416,7256,5350,3363
61598,13254,11232,2026,1172,205,35
84813,22076,17160,20747,12075,5235,8278
62281,15139,10140,12927,4971,1215,3028
143332,35812,26494,27940,11231,3415,7205
14188,6565,5200,595,3272,866,1386
70194,26768,21970,5434,10130,2320,3005
61053,24151,10920,6590,7284,2274,4687
56503,24419,23088,7822,4017,673,1760
45755,18946,17836,7232,6279,1152,2255
39822,14432,11310,4358,4624,1315,1511
123790,20346,11438,39666,12616,2126,8220
29275,9290,1976,1952,3930,1760,1305
61638,21758,20176,4212,7272,606,5204
68956,38278,35100,4024,6991,916,4240
66762,36746,4550,4320,11340,850,1735
25690,9547,1920,1998,6214,467,3490
34952,19167,10140,1984,6914,523,2104
30774,14384,7280,1714,6360,500,3032
47534,30094,8112,1085,5809,610,2776
41795,27340,22620,1850,3672,529,2990
29480,14613,12350,1756,4234,439,3274
65412,38213,28080,5278,6392,791,3450
54181,34310,0,2284,6127,910,2700
28900,19244,2080,1180,2260,426,1755
66790,25781,21600,12766,6996,1854,3280
49207,17432,16010,8015,3724,565,8376
80835,36426,26910,8140,10625,1682,3980
144611,34084,25300,27459,22374,5390,8790
78280,24605,14560,10790,14063,3126,2905
101626,41773,36965,13530,9628,3303,3091
108830,38149,27063,22653,19084,300,4835
94463,35502,28316,11461,16916,860,3575
165207,66320,20774,15520,28150,3716,5817
43149,14374,7332,5948,9480,1690,3921
56980,22313,20560,10632,7194,385,2593
52567,23056,19290,5903,4862,1487,3671
138516,57030,45708,25510,12194,4282,6488
97832,20016,11765,21828,8124,3500,6120
27433,8758,7277,4942,3734,1290,1590
135028,50232,30264,20596,19204,4582,6525
133573,28103,12710,24530,26389,1715,8811
40257,20338,20068,1230,7634,1345,3781
64447,45155,40142,2856,2584,250,1343
45648,22493,20488,3499,4000,605,1412
87250,37364,35100,12682,2571,1480,4065
111407,45834,35382,13510,10058,9200,7379
94619,48951,44330,8070,13336,2920,6575
62576,29972,27595,8707,4571,865,1827
61471,22660,20410,9031,9668,140,7485
13394,5236,4810,2665,979,50,515
257754,44632,42016,30411,31252,6368,15270
105886,46245,33943,13320,16662,750,7735
53480,25115,23244,4760,7192,505,1971
132644,24224,21296,17222,11011,4240,9160
74519,34537,30134,8477,6977,1369,4185
55932,28494,23218,6058,9278,1060,2179
82725,16023,14690,11063,11842,4290,6480
55992,17720,10470,5146,9653,1786,6990
63506,39460,38038,2933,4580,1435,2720
51335,26344,24830,7138,7116,555,2920
42893,23207,19552,2928,6166,20,3238
54694,29918,28782,1368,10039,127,2110
58865,22943,16796,5456,11180,400,3380
65976,27209,23836,5408,9106,2150,6825
59506,38852,37540,1908,8311,80,3370
118253,47834,38560,17881,16740,2368,7200
23822,13046,10398,2205,3472,150,1997
49284,18348,11076,8096,5992,1542,3182
71216,37482,34190,8950,7672,40,3797
87336,49640,41685,5775,6489,865,6147
85454,35834,31335,8738,9474,2074,3860
73957,36138,30672,3550,7100,650,2510
115961,45663,32870,19345,12466,3535,4320
63837,30353,27157,6280,5510,730,3920
17311,8094,7514,540,1754,200,3275
133517,43267,34869,17790,15036,2265,6745
10373,5750,4440,0,1930,165,1275
85551,32289,29430,10830,7752,1322,2845
162706,60006,39110,19318,25290,3015,10225
43559,21856,20120,4406,4740,545,5640
48086,26234,24020,4306,5477,620,2807
44456,18314,15470,5810,6264,1440,1980
19830,12003,10860,1495,1828,155,2675
60887,32610,29260,4318,6108,520,3520
73067,35934,31865,10360,7488,1546,3255
74931,49094,47500,3050,4799,947,6255
82724,31798,19340,7970,10198,1148,11522
97444,38173,29956,5056,14798,1820,5636
24057,14482,12960,1160,2375,498,1943
209661,32438,25992,60986,38790,26110,17647
74226,28192,24254,414,8970,1566,2639
82825,44095,14352,5470,13661,1460,5535
83588,282,0,0,0,600,0
83002,28250,25374,3162,19712,2850,11219
179846,41234,27766,33144,32066,9656,12673
40025,17525,16040,5875,4686,2105,3770
48229,22691,756,2216,4200,2375,5760
82573,33151,27573,7104,9962,4480,4302
73034,36745,33123,2958,7558,1670,3465
51250,15298,11420,6140,13228,2070,5140
52865,17371,14770,5589,10084,1845,5275
41110,16738,12376,3016,5258,1646,3625
39926,16162,12338,1140,4569,868,1865
80390,41937,28485,5132,8766,1822,6960
105863,18073,12883,22374,8092,5040,5973
45468,18480,17160,2605,7392,950,3320
73481,29522,20970,5181,12844,1940,4953
61112,26656,25184,4705,6790,1060,3365
17655,5066,4240,1310,1428,1705,1795
72997,25482,21380,5851,8001,2590,6261
66248,24695,22412,6790,14830,930,2755
23754,6936,6160,1658,1799,540,1840
41124,14439,2980,4860,3700,1592,5200
72044,38997,35650,2530,8237,2525,4920
83059,44857,40961,6600,9418,738,4390
74292,26650,24540,8272,8978,3285,3660
106008,39918,35020,16134,24783,1330,3118
79927,39447,23400,5935,4550,2325,7022
123802,33432,28869,6532,15268,3908,7465
76525,22734,19820,10374,15808,2342,5800
101634,54732,47602,7338,7000,1510,5170
135009,25128,17044,21040,34511,10170,7255
60139,10784,6624,4782,8097,6270,8318
73028,28041,24260,8637,6377,1341,4487
95119,41856,29684,4476,17693,1505,3515
91486,27885,2448,10280,19444,3462,7143
86976,24655,9736,8864,17165,2378,9227
40736,18862,3050,2879,4821,921,2742
33886,10974,36,4630,7396,825,4035
35240,20115,1634,770,3392,1010,2562
76621,31293,15960,5939,11547,1768,3157
48671,18979,0,3825,5490,2209,5418
23581,6888,915,2822,6235,1165,1838
16966,6211,1386,850,2930,795,1795
103794,39175,1000,8060,13646,5967,10977
47742,27333,880,1570,4065,1326,4280
86780,26430,1485,3400,9557,21053,16685
56974,22344,3096,2893,8513,4875,4188
44533,22950,4240,2869,5542,1760,2640
57477,22423,16482,7948,4364,1043,2923
57782,29170,2420,4685,5848,1713,3640
25736,10109,0,1355,4030,866,3877
15352,6790,2890,1554,2692,609,914
47432,18271,10786,2511,4494,2028,1040
37328,16202,13085,5736,2388,1817,1725
55200,30944,25793,2054,4551,2608,2596
83120,52874,49675,4140,6511,1059,2367
69613,41343,35650,7340,4480,1620,4175
70695,43770,29750,2260,4160,1800,11080
106305,37647,27803,7970,11985,3625,6750
67017,25290,19960,6390,9258,1549,4114
52045,20017,12603,5123,7312,1450,4316
66865,29083,24485,7634,7127,2504,4778
48742,18995,14887,2700,3524,2790,6034
26811,8607,0,1243,6575,1255,3023
52465,22524,18720,8345,6543,2620,4530
71988,31888,28788,4672,5562,1880,5878
24556,11870,10425,878,6138,425,2189
98748,21729,11940,11589,6866,2071,3718
79893,33502,28898,5420,12319,3750,8555
117663,36747,20340,12609,17554,4060,12010
161428,94901,90421,14289,13244,6835,4757
117271,36745,31991,32218,20084,2718,5272
102550,75045,72540,4965,4616,2180,7645
33815,13211,4764,2240,4930,653,3600
40438,14842,40,3460,2832,910,6782
64570,36374,15450,1545,6756,1370,4768
46016,19011,0,3180,7732,345,3275
66694,34486,11205,7005,10437,1255,2840
102419,48192,42604,13738,6991,2323,4300
56437,31796,24310,5696,7624,470,4043
58208,15274,11908,6588,9645,2006,5037
86107,14553,11699,15647,7970,3050,8344
32359,16292,1000,900,2020,2424,2528
84565,34628,2400,5502,5950,6010,6044
62950,25748,598,3549,7711,5622,5960
65971,34763,940,6450,5649,1715,5630
31912,14487,0,524,3017,2686,4405
38270,13890,0,2980,3134,2220,5617
60473,22774,5450,3932,12170,2777,4321
98616,40568,2500,7150,11554,3152,4810
45745,12733,6240,4724,9430,3324,4520
53929,23300,500,3824,4892,2050,5133
88783,38600,1300,8555,9834,5236,6724
44437,24073,7800,360,5456,789,3788
75620,27115,5830,5388,8455,4794,5882
107052,41246,5618,9276,7500,5671,10015
87261,40916,1500,6320,7100,3180,4441
50606,21594,1000,3701,3659,1555,5423
62656,23599,1250,3117,9513,2104,7586
54341,23562,21594,3610,6188,890,3575
48580,29768,2400,865,4912,720,2130
81486,36374,32578,5778,10334,1950,4240
80437,38404,36608,7105,8604,2542,2858
52708,15032,13026,5861,9890,2200,5403
57598,24471,20907,6856,7430,1635,5311
102149,38187,30641,13916,18126,7078,4323
75780,34960,32396,8698,5520,624,3294
23888,12892,11700,1245,5236,260,1502
34523,14741,12220,2411,3254,810,2416
65796,27384,25152,8761,3050,1305,7730
53559,22822,16900,3577,7868,740,1212
37375,15641,12948,2665,3460,580,2726
62886,29190,28080,4363,6267,736,3468
74474,42398,16479,4800,7505,3035,5330
40350,20263,11284,690,3265,2010,6094
42741,22060,2184,1082,7840,2331,3002
67716,30500,2080,1187,9321,3190,6093
109070,55266,26260,6355,13365,3916,13299
42610,21856,1380,1530,3652,1225,4374
47019,26990,7020,2010,6069,870,2494
88158,28925,20368,7560,11052,3362,3360
66983,33260,18360,4025,16515,2482,3061
50602,26748,17628,510,4958,590,3000
46792,28529,1592,553,4274,1080,3369
40723,13152,11093,1928,10147,2815,5225
74505,33311,12940,2160,17916,1555,9786
70930,23554,0,8754,9325,8625,4504
65708,27761,7240,3670,12901,1785,8748
167847,36614,29560,15146,21327,2530,6957
54545,26971,19720,2300,10776,2320,4736
33773,13659,11060,2008,9208,1075,4128
57808,29566,0,1300,10102,2125,6968
69042,32371,30480,3246,17655,1550,3298
60185,30754,15600,1670,14200,2580,3291
56297,24462,11440,3995,11886,2245,6646
54844,25234,23840,2980,13795,1125,2617
173734,44681,39555,54496,9038,3580,7536
43629,15304,13662,8520,8788,1145,2536
70625,31476,28188,15176,6868,850,2179
80013,34830,30576,7621,10035,1160,2566
77945,29018,22364,12260,8921,1880,5445
50095,31150,27576,2660,4500,335,1920
66965,33120,30688,4036,5379,1490,2488
168004,38533,23985,22692,15292,5110,5003
99762,33632,26728,8176,8852,2325,2548
58062,25843,21040,3098,5750,1370,2294
113322,27036,19728,14574,14024,4557,3022
92862,20724,16306,7906,6778,1905,2696
91220,29152,23244,12538,8860,3385,4675
105817,26245,21021,11456,5628,3779,3123
39626,14589,12480,2700,5014,1120,1985
63962,32202,25656,4138,7120,1265,5094
90945,38835,35535,9778,11215,2435,7030
75759,29778,26100,8946,9490,2790,8552
53748,22514,17784,7310,4762,2555,4755
59523,21028,16000,10960,10518,3060,4345
54245,32478,14560,3729,6888,935,2152
36162,19385,18048,2051,5814,1135,3071
64608,26767,23424,6206,3815,2540,5458
38428,21177,18590,3646,4311,1485,1811
48654,28967,15204,2815,7531,1125,2669
25092,10289,90,2382,3520,1110,4133
56147,33028,32240,4173,2562,1070,1473
55119,24745,2400,6954,12226,600,1949
86123,36796,34920,11604,5816,2735,2026
57264,23741,19800,7738,8474,2080,4005
60675,39887,25130,3529,5197,1070,3458
128698,46072,26080,8780,12232,2915,9368
75715,40290,33060,5614,6847,930,1925
32322,11913,10584,6446,4995,985,1441
53155,29404,12960,4533,8298,795,2265
43682,19471,17460,6830,3153,770,4251
73600,39611,36855,6476,7482,1055,2898
63009,24261,17249,6028,6518,1988,2492
42268,17426,14976,4478,6687,628,2861
56645,25304,21620,5778,7102,1680,2368
96758,29934,23520,18472,5995,2124,3728
76444,34791,31824,6146,8029,1920,3308
104296,28775,21680,13114,7246,2925,3406
60781,19932,16052,4010,5886,1850,2245
79119,24208,17756,5850,10553,4400,5340
162782,37156,5460,9774,84182,3285,5870
30564,8740,5776,4530,4340,1750,2443
37971,21794,1170,2420,7200,660,2690
37312,14624,11290,3130,4436,3005,4760
50907,30887,1092,1500,7074,1880,3425
41744,20299,15015,5200,4906,905,2765
57300,26364,4420,4318,7695,1850,2425
30400,15710,0,3290,5166,630,1287
75067,41691,29250,5452,6760,1545,3423
55293,26992,24232,4543,8360,925,1763
53066,30160,1900,2430,5336,1197,2203
98442,24531,15789,16136,7558,2650,3146
128744,29709,15170,20710,15344,5125,6066
118729,44165,22335,15604,28555,2715,6247
43617,17502,15928,4560,2514,500,3513
37000,16895,13586,3638,5432,86,2813
31827,14275,7982,2340,6740,830,1381
59336,27150,20966,4360,3173,290,3103
104274,29203,17947,11400,13781,7438,9582
75021,23166,17195,18216,6389,878,2435
56466,32594,24880,5229,3572,2880,2052
121193,33601,28719,16254,25634,4445,5253
41094,11469,9045,9720,7765,1880,1795
33527,8687,800,5510,5200,1505,2598
81615,36794,27920,8938,8574,1650,4354
98987,20760,16692,12420,11532,5036,4120
111109,31998,23712,16734,10810,3555,7607
55838,13908,11142,13550,6069,6246,5815
70894,41879,40056,2348,6294,1902,3799
71874,31874,28170,10720,7481,1480,4742
219774,36678,31530,14844,8272,2290,5058
97919,52819,49612,9981,9350,2115,5995
77414,32966,29960,6274,18942,1970,3621
55465,26067,23950,2832,4392,1880,4104
145549,40028,32708,16494,9902,3040,4383
59195,37619,30860,5190,5276,800,3463
47505,26526,24806,5637,4522,1131,3995
67832,28414,27470,5775,11226,1980,3641
51654,30120,26960,5160,4319,940,2875
46806,22617,20200,7480,5506,1055,2703
80613,40637,33040,13932,8568,1051,2629
48181,28924,8280,2660,6107,1215,2278
25453,14599,6896,1220,4107,60,2230
55674,21786,17310,4770,7334,1082,7808
75082,24717,21465,8538,11941,2400,7540
77244,34253,31755,5695,8460,130,3028
59217,20169,18963,9084,12948,1730,2965
87255,26151,20569,37682,10464,536,4180
67276,39336,38010,8345,9785,921,3488
51494,28364,25521,3112,5504,151,2368
29278,13015,630,2344,2990,1060,4243
64179,37172,17544,3799,5845,345,2975
63519,43370,37014,1924,6593,886,2463
86591,40775,37440,9224,5405,740,9065
43919,15977,14661,4026,10243,1565,5865
63800,29534,26644,6716,14781,615,2500
62540,25197,21803,10874,8273,1965,3685
28930,12734,11752,2567,6238,560,3543
51125,22591,18643,4319,6612,780,3510
44957,23945,22987,2492,5312,1070,4005
59248,28443,18683,3621,7179,801,2551
61523,43271,42083,3438,4270,681,3440
136941,51710,38010,23916,16040,6745,7140
35453,16176,9482,2650,4230,405,4240
113461,23782,13888,7044,18995,4075,5130
69264,22838,17200,4420,12990,3487,4635
109773,20007,15783,16680,16084,2400,3960
50186,20110,14842,2270,6949,999,2048
72057,24155,18884,11728,10922,2968,8115
71685,35534,29684,5106,12375,1370,3330
57521,36523,32030,4043,3204,637,2667
61364,33406,28960,6075,5086,2000,3036
61128,26162,12380,1640,4676,780,3430
51288,20762,8738,4510,4668,300,3671
50304,27274,16834,3150,3230,1118,4870
119377,38869,35520,12228,15852,8740,5642
57930,29797,25340,6130,6223,765,2270
71405,29445,21744,4382,9470,1210,3095
90381,31643,25041,25612,2860,2108,2919
69269,35431,33883,1866,5122,3595,6975
119498,55994,44512,10612,16188,2210,6438
59529,29012,25376,2610,8042,3260,2262
72811,33842,30310,6752,13696,1530,3588
124981,55165,39000,22964,8662,3595,8602
49355,16483,2200,3389,6599,4602,5295
80247,49395,46155,7662,7268,499,3684
23904,10584,9204,2140,2581,805,2338
46115,25855,24073,1850,6586,1670,2546
45403,22403,19084,4646,5590,1910,3405
45249,25970,16016,3150,4992,775,3673
120699,32693,16493,13955,19953,8995,4304
30770,15210,13884,1790,4472,240,1122
62347,30728,2580,1002,10678,3960,6018
58312,31406,26910,2635,6680,1070,7049
51492,31828,26520,3100,5094,1920,1724
54877,28766,25272,3136,6062,695,1556
63397,29429,24503,7990,6902,2205,3398
86408,42482,34848,5176,8580,3335,4607
57827,33551,30077,2810,5624,1420,2528
85922,47447,36135,3900,7946,1800,7526
81936,35060,16898,2200,4962,1770,2406
68466,26587,22317,13463,6403,1388,6905
46577,17922,11322,10330,6458,590,3895
47169,21838,13729,2670,6702,2207,6108
92805,36287,29242,14280,15388,1770,5665
117346,44602,39494,13130,18528,2440,4950
97875,28481,23828,22754,15056,2030,6976
297110,94118,34320,42790,65916,10141,11435
59212,28854,27320,2935,5047,890,7430
15461,4002,200,1200,2028,110,980
107653,37704,28960,14880,18668,2684,7995
127101,25372,13780,40341,25072,6153,6715
64598,26856,16488,3948,11638,1760,4884
98847,20646,17370,16680,21968,3537,12835
15512,8161,0,1620,1670,850,1745
40539,20777,19501,3090,4196,2610,2770
15473,10038,5120,810,1850,560,1055
57889,25100,0,8075,8050,2290,4085
76724,35306,4800,5890,8878,2280,7710
73009,30201,16925,6385,12372,1300,4775
65730,30260,3440,5081,5562,1670,3890
70718,27563,22540,9750,7961,2690,4132
41557,20210,15922,3815,4080,925,2625
57343,24032,16396,5496,5534,1430,4375
138326,45761,33080,8340,12226,3760,5190
66975,21849,13832,7820,7266,1370,3120
40624,17857,9360,4790,5460,1545,3896
31218,16122,6708,2560,5334,430,3010
67838,27047,21135,6820,11280,2955,4910
53068,18962,15080,8180,7606,1650,1895
33314,15246,11544,2925,6090,600,3968
47647,20339,14196,3390,3728,6865,4230
80015,33233,1260,4454,13690,2470,7466
71470,31871,29658,6655,11426,4374,7994
80050,23981,9820,5624,17007,3340,9534
105386,42835,33780,7316,21712,2100,9539
36811,12732,11804,6203,8598,1235,3890
86341,41027,39065,5686,12200,3472,8921
88993,30079,26514,9284,11878,2465,8551
30074,11363,10764,1870,6503,1165,3905
73701,29523,27998,4101,16444,2270,7659
81403,23056,19134,5232,8638,1580,5301
101091,27723,23160,9040,20663,4365,10250
55175,19260,5769,5872,11889,2555,7512
52425,20883,18142,4774,10818,1455,5197
66753,22832,6916,5586,14086,4405,7833
92872,38960,31811,7525,15982,2442,6118
30138,11137,5252,6068,5833,700,3153
55993,18348,9199,6069,11181,2290,9852
46929,14236,7170,5238,12428,2230,4405
67503,30413,0,5036,10326,2925,9825
72945,38258,0,3477,9281,4875,7532
43476,25195,0,2415,4128,1455,2828
31075,14628,0,2170,3928,660,3816
